ticket_id,ticket_text,category,priority,source_channel
41317,"Regarding my account: Unable to connect to the database, getting a timeout error.",Technical Support,High,Phone
41318,Urgent: Need a copy of invoice #9447 for our company accounts.,Billing,Medium,Phone
41319,"Hi team, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Low,Phone
41320,"Hi team, Requesting a refund for accidental renewal of the license tier.",Billing,High,Email
41321,Regarding my account: Critical error: Timeout Exception unhandled exception on the dashboard.,Technical Support,High,Phone
41322,"Hello, Where can I find the official developer API reference guides?",General Inquiry,Medium,Email
41323,"Extremely slow performance, page loads take over 10 seconds.",Technical Support,Low,Email
41324,Urgent: Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
41325,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,Medium,Phone
41326,Please help - I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Chat
41327,"Hello, Unable to update billing details in the payment gateway settings.",Billing,Medium,Chat
41328,Please help - I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
41329,"Hi team, I want to terminate my membership and delete all stored personal data.",Cancellation,Medium,Email
41330,Urgent: Production server is throwing 403 Forbidden errors during saving data.,Technical Support,High,Email
41331,"Hi team, I want to terminate my membership and delete all stored personal data.",Cancellation,Medium,Email
41332,Application crashes whenever I try to opening settings.,Technical Support,Low,Email
41333,Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Chat
41334,Requesting a refund for accidental renewal of the license tier.,Billing,Medium,Email
41335,Please help - API webhook integration is failing to sync payload data.,Technical Support,Medium,Web Portal
41336,"Hi team, Please cancel my premium subscription immediately.",Cancellation,Medium,Email
41337,"Hi team, How do I close my account? I cannot find the option in the portal.",Cancellation,Medium,Phone
41338,Please help - I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Chat
41339,"Hi team, I've been waiting over 48 hours for an urgent response.",Complaint,High,Email
41340,Urgent: Production server is throwing 403 Forbidden errors during exporting reports.,Technical Support,High,Email
41341,Regarding my account: Application crashes whenever I try to loading charts.,Technical Support,Medium,Email
41342,"Hi team, Need to transfer master ownership of the workspace to another admin.",Account Access,Low,Phone
41343,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,Medium,Email
41344,Please help - How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Email
41345,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Chat
41346,"Hello, The service availability falls way short of the promised uptime SLA.",Complaint,High,Chat
41347,Do you provide dedicated training webinars or onboarding documentation?,General Inquiry,Low,Phone
41348,I've been waiting over 48 hours for an urgent response.,Complaint,Medium,Email
41349,"Please help - Terrible experience, your customer support agent completely ignored my issue.",Complaint,Low,Chat
41350,Urgent: Password reset link expired or is invalid.,Account Access,Medium,Email
41351,Urgent: How do I close my account? I cannot find the option in the portal.,Cancellation,Medium,Phone
41352,"Hi team, Just checking if there is any scheduled maintenance window this weekend.",General Inquiry,Low,Email
41353,Regarding my account: Application crashes whenever I try to saving data.,Technical Support,Medium,Web Portal
41354,"Regarding my account: Extremely slow performance, page loads take over 10 seconds.",Technical Support,Medium,Web Portal
41355,"Hello, Production server is throwing NullPointerException errors during exporting reports.",Technical Support,Low,Phone
41356,"Hello, Locked out of my admin account after entering the wrong MFA token.",Account Access,High,Email
41357,Urgent: The service availability falls way short of the promised uptime SLA.,Complaint,Medium,Email
41358,Please help - I want to terminate my membership and delete all stored personal data.,Cancellation,Medium,Email
41359,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Low,Web Portal
41360,Urgent: The latest update broke the UI layout on mobile view.,Technical Support,Medium,Phone
41361,Please help - Critical error: NullPointerException unhandled exception on the dashboard.,Technical Support,High,Phone
41362,Regarding my account: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Medium,Phone
41363,Please help - Just checking if there is any scheduled maintenance window this weekend.,General Inquiry,Low,Email
41364,Regarding my account: Downgrade our team's corporate subscription to the free tier.,Cancellation,Medium,Phone
41365,Please help - Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Chat
41366,"Hello, Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Phone
41367,"Urgent: Moving to a competing software provider, cancel auto-renewals.",Cancellation,High,Phone
41368,Need a copy of invoice #8776 for our company accounts.,Billing,Medium,Phone
41369,"Hi team, The latest update broke the UI layout on mobile view.",Technical Support,Low,Chat
41370,"Hello, Need a copy of invoice #7966 for our company accounts.",Billing,Low,Email
41371,Urgent: Is your infrastructure fully SOC2 and GDPR compliant?,General Inquiry,Low,Phone
41372,Urgent: Application crashes whenever I try to opening settings.,Technical Support,High,Phone
41373,"Hello, My profile shows as deactivated or suspended without notice.",Account Access,High,Email
41374,"Hi team, My profile shows as deactivated or suspended without notice.",Account Access,Low,Email
41375,"Hello, Extremely disappointed with the unannounced price hike.",Complaint,Medium,Email
41376,Regarding my account: The latest update broke the UI layout on mobile view.,Technical Support,High,Chat
41377,"Hi team, Application crashes whenever I try to processing checkout.",Technical Support,High,Chat
41378,Please help - Unable to update billing details in the payment gateway settings.,Billing,Medium,Email
41379,"Hello, Critical error: 403 Forbidden unhandled exception on the dashboard.",Technical Support,High,Phone
41380,Urgent: Unable to update billing details in the payment gateway settings.,Billing,High,Phone
41381,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,High,Phone
41382,"Hello, My corporate credit card was declined but funds are showing as locked.",Billing,Medium,Email
41383,My corporate credit card was declined but funds are showing as locked.,Billing,Medium,Email
41384,Urgent: Please cancel my premium subscription immediately.,Cancellation,Medium,Email
41385,2FA SMS authentication code is not delivering to my phone.,Account Access,High,Phone
41386,Regarding my account: My corporate credit card was declined but funds are showing as locked.,Billing,High,Phone
41387,"Hello, I've been waiting over 48 hours for an urgent response.",Complaint,High,Email
41388,"Hi team, Where can I find the official developer API reference guides?",General Inquiry,Low,Chat
41389,Please help - My profile shows as deactivated or suspended without notice.,Account Access,Low,Chat
41390,"Hello, I was double charged for my monthly subscription fee.",Billing,Medium,Email
41391,"Hi team, Unable to update billing details in the payment gateway settings.",Billing,High,Email
41392,Regarding my account: I've been waiting over 48 hours for an urgent response.,Complaint,Low,Chat
41393,"Hello, Cannot authorize login via Google OAuth provider.",Account Access,High,Email
41394,Application crashes whenever I try to processing checkout.,Technical Support,Low,Phone
41395,"Hello, 2FA SMS authentication code is not delivering to my phone.",Account Access,Low,Email
41396,Regarding my account: API webhook integration is failing to sync payload data.,Technical Support,Low,Email
41397,Regarding my account: Production server is throwing NullPointerException errors during opening settings.,Technical Support,High,Phone
41398,"Hello, Can you send over details regarding enterprise tier volume pricing?",General Inquiry,Medium,Email
